Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Film_Thickness_nm
820.0,101.5,11.26,23.02,13.76,13.6,204.0,71.2,394.56
1935.0,97.8,2.93,29.87,11.51,69.1,595.0,80.3,104.76
4302.0,96.1,37.32,47.81,1.89,85.8,515.0,33.3,42.84
605.0,38.8,41.55,36.38,11.01,74.8,394.0,92.0,729.26
4165.0,28.8,48.43,55.05,8.38,84.7,431.0,81.1,222.1
1768.0,89.9,44.6,31.92,13.61,28.0,424.0,111.6,503.85
1032.0,56.8,30.43,20.47,5.38,90.0,129.0,28.6,228.15
3635.0,63.2,26.97,32.03,9.04,39.0,209.0,92.7,193.26
3330.0,23.1,2.36,43.12,8.01,11.2,581.0,19.2,50.12
4449.0,46.0,13.09,35.04,7.85,85.9,367.0,72.2,109.69
3808.0,23.4,23.52,41.39,7.39,94.8,289.0,70.7,148.38
4116.0,107.9,31.8,55.06,3.88,69.0,481.0,52.7,88.28
1769.0,44.3,28.31,56.5,11.58,30.8,362.0,102.9,369.19
1298.0,75.7,37.39,30.64,7.32,32.7,107.0,10.5,296.07
3878.0,23.9,14.71,38.49,14.42,52.0,468.0,67.2,226.64
4131.0,86.7,28.68,41.97,4.65,90.8,466.0,33.9,93.1
4957.0,52.3,5.32,57.96,10.56,23.5,183.0,91.8,86.06
2357.0,109.8,21.27,59.94,14.17,84.3,578.0,14.7,336.6
2174.0,108.8,37.76,29.42,10.29,36.2,212.0,101.5,348.29
3994.0,52.5,34.98,49.08,13.2,82.8,329.0,102.2,316.34
2034.0,110.1,49.54,35.12,12.58,92.8,157.0,101.6,503.3
4688.0,119.6,14.62,20.32,6.04,48.5,402.0,26.8,81.36
4363.0,102.5,25.41,20.37,9.4,42.9,288.0,79.3,173.15
2430.0,104.5,17.15,38.42,3.19,82.2,277.0,11.6,68.12
3879.0,44.9,22.59,39.53,8.5,57.7,513.0,103.3,155.78
3895.0,77.7,42.99,20.9,4.23,71.6,105.0,89.5,113.03
964.0,26.7,34.53,47.48,11.41,66.1,499.0,68.4,542.79
4561.0,29.5,44.24,31.76,8.39,23.8,386.0,90.4,204.69
2774.0,119.9,10.97,42.4,6.76,86.0,593.0,20.4,95.87
4219.0,52.7,43.79,32.04,4.76,27.6,395.0,68.2,119.01
1940.0,94.8,3.93,26.69,14.98,93.9,128.0,42.0,168.81
4530.0,100.7,44.54,36.29,2.0,32.6,125.0,117.0,49.88
2251.0,105.8,17.12,29.29,1.61,76.0,542.0,104.3,32.66
549.0,119.8,16.41,41.39,4.04,35.6,521.0,90.7,162.48
4574.0,44.1,26.09,27.95,14.6,38.6,273.0,112.7,272.9
911.0,24.0,47.09,40.34,14.71,37.9,409.0,48.2,817.13
1937.0,61.1,3.34,26.3,10.17,77.3,345.0,109.1,104.03
4775.0,33.0,18.26,46.84,13.32,60.1,584.0,45.8,196.98
4778.0,22.2,42.97,50.16,4.0,89.5,575.0,90.6,95.87
3080.0,56.0,20.41,24.42,14.61,37.7,592.0,91.0,289.38
3343.0,98.4,10.76,38.71,3.0,72.3,533.0,12.0,42.09
2518.0,76.6,21.81,22.83,2.42,77.8,555.0,49.7,53.39
1819.0,51.3,19.89,43.93,2.57,23.6,209.0,12.1,70.28
1979.0,85.4,45.86,30.58,9.02,46.1,516.0,119.7,331.04
3526.0,43.2,38.33,41.1,11.93,53.5,454.0,23.4,309.82
3886.0,21.4,25.75,40.7,6.13,42.0,581.0,69.7,124.31
4062.0,96.4,49.43,56.97,14.69,39.0,386.0,97.0,420.66
4053.0,82.4,23.8,41.96,7.08,71.8,143.0,32.1,133.23
910.0,96.2,3.85,43.32,3.11,29.4,399.0,63.4,48.37
2725.0,23.9,13.85,36.07,7.52,73.8,443.0,76.8,127.59
759.0,103.7,22.37,57.96,10.51,94.2,210.0,27.6,443.45
2973.0,82.0,8.69,51.09,12.65,60.9,297.0,95.6,170.62
2487.0,76.3,47.43,31.42,7.42,65.0,399.0,42.9,256.03
4495.0,82.5,38.58,53.77,9.31,16.2,287.0,33.2,219.06
2079.0,106.4,14.15,37.3,4.74,87.8,287.0,71.4,95.53
1027.0,78.7,29.95,53.15,10.04,35.7,167.0,55.1,453.92
1143.0,78.1,36.35,52.92,14.8,65.4,570.0,111.2,642.39
3927.0,119.1,47.12,27.55,1.69,98.1,475.0,106.8,44.65
3282.0,95.7,44.2,48.05,13.41,63.6,101.0,63.2,412.34
955.0,64.2,26.24,31.63,8.87,75.2,483.0,49.5,355.91
878.0,90.7,38.96,31.9,4.53,50.1,470.0,45.8,246.6
3654.0,58.9,28.55,31.85,14.37,15.4,105.0,39.4,317.25
827.0,42.9,28.08,49.02,7.77,81.8,285.0,69.9,380.86
4198.0,79.7,6.62,29.19,5.64,13.1,403.0,98.5,52.62
3678.0,112.8,7.18,20.04,3.54,73.1,326.0,44.2,38.84
866.0,112.9,26.95,48.61,4.42,12.1,489.0,30.9,189.51
882.0,54.2,14.17,26.85,12.66,87.6,313.0,62.3,407.26
4940.0,72.8,2.03,24.18,9.6,24.2,177.0,17.6,48.09
2184.0,41.2,36.42,29.5,13.79,56.3,588.0,87.1,426.91
2168.0,119.6,2.59,35.2,4.25,63.7,221.0,67.0,35.94
4158.0,118.1,30.17,39.04,2.7,51.2,459.0,64.6,57.72
4763.0,85.0,27.42,21.78,1.09,40.7,172.0,43.0,20.09
4937.0,100.4,48.47,58.82,8.11,52.1,265.0,109.5,212.65
3890.0,91.5,24.73,48.64,14.98,38.0,321.0,20.0,292.7
2193.0,79.3,4.12,32.93,10.73,49.4,196.0,105.7,110.5
876.0,25.3,28.03,32.75,5.32,42.3,325.0,51.4,241.83
3997.0,65.5,42.21,37.94,13.28,61.0,179.0,106.9,334.1
3013.0,87.5,49.85,45.05,11.94,31.4,380.0,90.2,378.83
2409.0,87.8,22.09,25.85,1.22,99.0,432.0,21.5,28.16
4579.0,57.3,16.69,27.56,12.44,55.1,131.0,101.5,179.12
1000.0,114.2,45.43,54.38,5.21,27.5,536.0,85.0,271.23
2717.0,36.7,10.37,30.25,3.1,52.9,193.0,13.6,50.0
551.0,70.0,31.16,35.21,4.17,88.0,213.0,24.7,257.31
2609.0,89.1,20.88,54.85,7.56,12.0,431.0,79.9,168.99
753.0,89.7,3.01,46.53,6.95,71.2,334.0,82.9,112.86
1035.0,84.9,18.02,33.67,5.04,59.3,350.0,92.1,157.66
1029.0,47.5,14.0,47.35,3.41,25.3,164.0,89.2,99.62
3421.0,35.6,34.62,20.79,11.67,83.6,503.0,82.5,282.91
3857.0,83.6,47.49,49.43,14.86,43.2,409.0,94.3,405.21
3125.0,79.9,14.13,39.48,11.89,36.4,168.0,73.3,199.76
4830.0,37.9,40.76,52.53,5.14,84.5,287.0,38.7,115.48
2187.0,90.5,3.71,58.19,4.43,67.5,505.0,110.4,41.96
1786.0,65.5,27.37,57.03,4.05,90.8,384.0,12.0,130.12
4409.0,86.8,4.46,56.37,2.91,66.7,154.0,50.3,24.02
1506.0,103.7,46.77,40.49,8.72,76.7,286.0,90.2,391.29
4835.0,37.0,38.55,34.41,9.48,85.3,221.0,57.0,208.71
555.0,21.9,33.24,38.6,10.88,14.9,359.0,12.7,650.58
4864.0,97.9,41.37,47.6,10.52,79.8,522.0,17.3,240.07
694.0,81.0,32.73,55.36,5.09,65.2,318.0,81.4,284.83
4510.0,90.0,48.48,28.28,5.62,16.3,317.0,116.1,140.69
2875.0,103.8,35.98,56.73,10.54,55.8,553.0,70.7,296.92
4968.0,100.3,46.31,52.61,5.89,17.4,388.0,65.7,137.63
832.0,116.1,26.34,59.15,3.98,76.2,383.0,45.0,177.62
2992.0,73.6,6.74,55.21,6.24,59.2,231.0,38.2,75.55
4862.0,68.8,26.88,31.2,4.81,95.8,404.0,12.3,91.48
2854.0,60.2,7.22,24.24,2.24,26.5,388.0,40.0,27.62
3332.0,35.4,30.03,24.49,12.62,64.5,298.0,59.4,309.5
3631.0,77.3,24.64,31.65,12.94,29.0,595.0,31.8,246.51
2545.0,47.7,31.51,44.57,4.08,65.3,541.0,19.6,112.0
3324.0,112.1,1.49,52.17,1.91,75.0,475.0,89.0,9.99
3129.0,78.3,10.55,55.97,11.34,75.0,369.0,108.4,166.72
4555.0,79.3,25.08,44.95,3.96,83.4,331.0,113.0,70.73
705.0,55.5,47.57,20.23,6.51,86.8,192.0,78.0,437.36
1764.0,25.2,19.8,27.45,1.9,17.0,253.0,15.8,50.19
4777.0,23.2,21.79,23.99,4.17,40.9,487.0,91.5,65.05
4506.0,62.3,36.02,34.53,12.1,71.8,327.0,22.1,269.3
2550.0,28.5,30.59,40.05,12.26,54.9,541.0,83.7,321.35
3291.0,80.7,15.65,21.74,3.9,27.2,174.0,95.7,71.7
1748.0,108.1,21.13,33.94,5.7,59.7,354.0,89.8,158.24
1347.0,108.3,11.67,27.17,2.88,46.7,423.0,114.7,64.43
2587.0,85.9,48.34,45.88,2.04,45.1,358.0,91.2,68.69
2090.0,41.1,7.4,38.57,14.89,82.9,545.0,86.3,219.66
3126.0,106.3,19.22,39.81,10.18,46.7,595.0,38.8,199.3
850.0,108.6,2.27,37.11,8.59,12.4,158.0,111.7,100.95
4885.0,39.7,11.87,58.24,11.72,15.2,165.0,29.7,152.24
4938.0,93.7,39.24,28.59,12.76,87.1,165.0,109.5,281.53
3642.0,48.7,10.86,40.67,12.29,96.5,441.0,44.4,158.89
2912.0,100.3,4.92,49.44,1.23,72.0,286.0,24.3,13.18
1893.0,119.7,24.25,42.27,3.62,42.8,467.0,100.9,106.2
4162.0,23.0,1.49,57.16,10.17,94.5,303.0,10.3,50.0
3581.0,109.7,5.15,35.12,6.26,69.7,414.0,101.5,59.57
1232.0,82.3,40.57,38.55,14.75,86.0,485.0,38.9,691.67
4599.0,117.3,38.8,23.54,10.32,78.9,374.0,107.3,222.5
4201.0,66.5,45.84,44.36,14.39,44.1,370.0,86.1,350.54
4774.0,104.7,42.87,31.53,3.82,53.1,144.0,83.3,92.24
3766.0,26.2,34.48,26.41,13.1,26.8,305.0,50.2,306.18
3260.0,53.5,3.56,41.78,5.5,36.3,373.0,16.5,43.56
2382.0,26.7,39.36,41.29,14.85,80.0,331.0,101.3,469.42
4697.0,117.5,42.43,23.03,3.21,90.5,550.0,28.8,74.83
4397.0,101.7,40.16,47.93,8.23,75.2,553.0,50.9,191.65
703.0,105.3,25.92,44.95,12.1,51.9,511.0,76.0,553.09
619.0,113.8,12.41,27.56,7.06,17.8,288.0,63.0,244.51
2194.0,28.5,42.42,38.78,7.55,15.1,459.0,31.9,258.35
4147.0,58.6,36.63,48.81,14.81,43.7,298.0,25.5,331.81
4943.0,27.1,49.06,41.18,6.95,51.7,216.0,23.6,174.84
1177.0,41.1,8.63,35.82,9.46,64.8,271.0,104.9,191.55
3174.0,42.9,12.06,32.89,1.76,10.6,135.0,13.5,28.16
2214.0,66.9,11.38,44.42,12.79,99.1,266.0,117.5,216.78
4865.0,46.9,39.83,57.56,10.07,42.8,330.0,31.8,238.57
4290.0,30.1,10.16,46.87,6.66,86.3,578.0,22.1,78.53
4272.0,36.7,4.27,22.99,1.23,58.1,257.0,73.5,9.36
2609.0,34.7,49.93,38.43,9.28,21.7,551.0,18.8,316.53
2367.0,117.3,2.22,55.63,1.18,81.8,214.0,76.3,8.92
1730.0,95.9,41.93,23.78,1.02,73.9,195.0,103.6,39.21
754.0,116.8,18.9,59.56,9.63,57.5,359.0,15.3,379.51
4391.0,64.0,42.24,57.96,3.65,56.3,436.0,98.0,87.12
4158.0,47.8,28.18,23.13,3.69,17.9,122.0,53.4,76.77
4999.0,99.8,45.18,57.34,10.15,69.0,211.0,27.5,239.72
4985.0,52.6,46.38,34.53,1.75,92.0,328.0,29.4,40.42
2999.0,49.9,1.45,53.79,5.39,18.4,266.0,111.1,29.86
3960.0,43.3,4.7,36.74,3.09,33.7,456.0,22.2,26.19
4751.0,33.0,13.27,37.63,9.12,91.2,356.0,105.3,118.56
4323.0,45.6,33.8,45.37,10.26,35.6,180.0,69.9,231.85
1613.0,55.5,44.53,50.98,11.1,68.9,547.0,14.3,457.26
2527.0,87.4,23.54,21.35,4.57,58.1,246.0,61.1,110.51
1081.0,26.3,30.74,43.73,2.25,63.7,466.0,99.9,92.66
4793.0,41.1,10.24,27.47,2.1,47.4,490.0,89.9,21.87
3228.0,100.9,40.44,33.84,6.97,37.0,582.0,63.8,177.43
1529.0,34.7,48.4,33.92,14.24,14.4,349.0,104.6,654.16
3523.0,54.3,14.16,38.76,4.05,77.0,408.0,23.2,63.63
3282.0,106.5,25.25,33.37,4.59,77.1,267.0,110.1,101.85
2112.0,35.5,5.22,24.29,2.41,70.4,439.0,103.1,28.43
1011.0,28.3,28.4,25.83,9.48,67.9,332.0,87.9,386.03
3522.0,68.5,25.64,21.34,10.52,31.9,319.0,100.0,214.29
2841.0,50.2,8.08,38.81,10.0,12.0,528.0,69.8,138.8
3975.0,76.3,22.66,58.18,13.06,82.8,125.0,84.3,255.03
2841.0,100.4,17.37,24.63,7.81,54.2,541.0,71.7,143.4
4335.0,33.7,26.57,57.85,2.88,37.6,526.0,49.1,53.18
2984.0,78.1,29.7,49.33,5.05,19.2,353.0,72.6,133.06
3024.0,70.6,1.42,45.5,10.27,15.6,345.0,38.3,55.39
4445.0,34.4,38.29,45.81,9.58,41.4,281.0,58.4,228.29
2316.0,82.4,35.94,53.07,8.43,82.4,597.0,40.9,264.45
1103.0,47.4,18.95,24.28,10.56,92.7,156.0,23.5,342.45
630.0,68.8,3.59,40.19,9.92,90.7,395.0,45.4,189.25
3898.0,28.2,37.99,47.88,13.34,92.8,441.0,103.7,316.76
3291.0,66.0,47.8,43.47,9.2,91.7,567.0,51.9,261.93
3668.0,50.6,12.77,53.31,11.9,57.5,490.0,92.3,178.42
1458.0,102.2,16.85,22.89,4.48,29.7,422.0,29.3,116.73
1114.0,25.7,10.01,47.63,10.49,81.8,158.0,56.7,257.41
565.0,61.9,29.27,41.36,13.63,29.2,287.0,22.6,790.18
2078.0,65.8,8.59,35.17,6.4,34.0,169.0,25.2,106.14
3155.0,92.5,18.45,33.61,11.91,31.0,541.0,77.9,208.72
2265.0,77.4,35.15,44.83,11.15,56.3,475.0,76.8,333.97
2469.0,86.7,28.45,55.64,1.83,39.0,479.0,33.5,48.63
4569.0,97.7,19.94,39.85,9.14,23.9,426.0,62.2,144.64
2067.0,106.2,21.59,52.99,2.82,50.8,354.0,105.0,72.59
2813.0,51.4,28.54,36.09,14.54,88.7,175.0,29.2,383.79
4026.0,73.8,1.29,24.1,12.36,61.3,265.0,12.1,57.16
2284.0,104.0,4.85,22.46,2.54,89.1,168.0,81.7,28.58
3299.0,118.9,44.18,22.05,2.7,27.6,462.0,15.9,76.68
4381.0,109.0,4.82,35.21,9.32,25.0,180.0,117.8,77.7
4773.0,57.1,35.63,33.49,5.83,61.8,451.0,77.1,124.52
1162.0,39.5,46.08,48.72,1.49,51.7,446.0,61.7,71.37
4670.0,68.9,14.26,49.71,8.58,69.4,330.0,57.3,125.45
2715.0,94.2,19.15,22.03,6.43,81.5,168.0,73.0,137.39
1662.0,69.3,28.88,28.84,2.42,77.6,257.0,20.0,81.71
2566.0,68.3,44.2,30.97,12.23,94.8,260.0,112.3,407.78
4910.0,103.8,47.15,41.9,13.81,45.8,450.0,78.8,336.41
2717.0,56.1,37.24,25.78,11.59,28.6,157.0,30.2,329.99
1979.0,106.0,5.24,25.36,12.51,59.6,515.0,71.9,153.6
3350.0,60.7,33.79,57.75,4.03,20.0,481.0,24.7,96.35
1581.0,52.8,21.1,52.17,4.69,36.0,193.0,11.9,141.19
841.0,65.4,24.06,27.23,3.92,28.7,460.0,79.4,158.89
1080.0,96.2,3.41,36.26,11.71,45.7,434.0,81.3,160.07
1076.0,32.6,10.36,34.22,14.27,20.0,474.0,74.2,351.79
1184.0,39.6,39.74,51.64,11.04,12.9,194.0,30.2,510.97
1125.0,115.1,23.24,40.41,13.34,69.1,179.0,76.4,478.64
3384.0,37.5,15.78,25.11,9.94,64.9,218.0,16.2,169.75
1318.0,76.8,19.82,49.56,6.43,73.8,283.0,77.0,186.81
2056.0,77.9,42.87,35.88,6.96,69.4,497.0,70.9,241.74
4536.0,69.0,37.7,30.52,2.05,20.3,469.0,82.1,41.83
2633.0,84.5,14.34,35.02,1.44,36.2,563.0,108.5,24.92
3504.0,43.0,6.76,39.91,10.74,21.7,129.0,103.5,121.5
1275.0,75.3,13.35,33.72,7.14,85.9,106.0,117.9,184.71
1365.0,57.2,46.12,29.68,8.73,77.2,450.0,117.4,377.93
684.0,86.2,29.5,35.94,8.81,28.1,240.0,95.0,453.92
1260.0,34.1,27.14,20.77,4.88,40.7,267.0,115.2,168.18
1754.0,77.1,30.22,50.9,7.66,97.0,373.0,105.4,248.83
1297.0,38.5,18.94,26.84,7.59,63.5,151.0,90.0,247.7
899.0,47.9,40.55,21.76,6.44,82.1,421.0,18.3,351.68
1043.0,41.9,26.64,46.15,12.49,33.8,263.0,15.4,507.57
2574.0,38.3,6.72,50.96,7.32,28.9,416.0,102.1,92.58
1429.0,102.6,7.32,52.55,9.45,80.6,517.0,63.9,161.7
2139.0,48.6,27.31,39.74,13.54,71.7,186.0,99.6,373.07
2765.0,112.7,46.89,28.21,13.13,71.3,565.0,44.4,415.12
3607.0,117.0,16.11,49.49,13.47,59.7,365.0,53.7,221.41
677.0,77.1,43.61,47.99,4.78,60.7,561.0,87.0,302.48
4097.0,34.3,38.44,29.85,1.49,76.2,204.0,110.7,37.25
3326.0,57.5,13.14,56.14,4.65,34.3,402.0,19.7,74.59
868.0,99.8,2.78,24.17,4.9,41.7,302.0,104.8,67.61
4431.0,56.7,5.99,59.31,13.73,88.4,487.0,97.2,118.31
4644.0,28.7,36.7,54.41,10.09,37.8,403.0,44.7,229.82
775.0,75.7,10.78,47.52,2.14,59.2,347.0,49.1,61.11
1746.0,104.5,19.19,57.55,2.9,73.2,556.0,15.1,74.6
4128.0,99.6,25.58,48.89,3.18,100.0,289.0,11.7,65.42
3867.0,37.5,36.55,27.62,9.83,49.2,210.0,62.5,244.51
1330.0,87.3,6.55,37.69,11.3,48.5,404.0,20.5,193.69
1442.0,42.1,20.91,22.86,13.04,85.8,412.0,31.3,377.65
2167.0,41.8,24.77,35.59,14.17,82.5,320.0,103.1,363.75
2680.0,107.4,27.5,49.66,3.82,75.8,343.0,72.8,93.2
3282.0,45.0,41.1,35.46,5.34,51.7,580.0,79.7,140.44
2160.0,46.3,9.41,33.21,4.36,39.2,466.0,30.6,67.08
2581.0,20.1,40.58,43.81,6.02,64.8,155.0,101.2,193.91
3864.0,107.1,34.95,54.89,13.81,88.9,206.0,105.5,335.77
665.0,99.3,28.24,21.9,9.05,89.5,588.0,67.6,449.48
1636.0,82.7,35.28,35.42,11.33,19.8,463.0,110.4,389.89
3710.0,95.0,21.19,26.33,7.86,48.6,558.0,102.9,135.76
4528.0,35.2,7.78,47.81,1.4,51.8,252.0,90.4,14.61
2803.0,65.8,33.62,24.23,1.9,98.0,471.0,90.7,49.87
2895.0,55.1,26.71,46.59,8.53,71.0,457.0,21.6,202.79
982.0,29.4,32.33,31.45,11.06,46.7,247.0,39.8,496.27
2513.0,68.6,17.56,27.96,4.01,12.3,375.0,17.4,86.95
2897.0,112.1,45.44,57.45,11.11,60.9,414.0,11.0,356.21
1591.0,24.0,29.78,20.74,12.35,18.6,341.0,27.4,438.57
1712.0,49.1,5.18,37.51,6.77,85.1,514.0,106.9,92.98
2198.0,40.8,23.04,20.87,11.45,77.7,516.0,36.4,295.96
590.0,43.8,38.06,39.34,6.66,51.4,525.0,116.7,392.77
1949.0,110.8,39.91,40.04,10.5,48.6,502.0,75.7,371.53
1452.0,66.8,25.24,32.87,11.7,90.8,344.0,36.1,376.69
1974.0,66.6,44.84,25.29,14.89,36.0,291.0,64.7,523.51
1039.0,96.1,14.12,35.06,5.84,32.4,516.0,34.1,173.17
4507.0,35.4,21.12,46.89,6.75,94.5,345.0,118.2,112.97
3171.0,68.7,45.03,51.3,3.32,82.8,223.0,103.2,96.33
3556.0,63.0,44.92,41.23,3.86,83.9,354.0,12.9,107.21
4051.0,79.7,34.6,43.59,10.71,27.6,171.0,114.3,241.94
2743.0,120.0,43.09,28.02,13.84,22.9,446.0,89.3,409.24
891.0,96.9,5.35,31.49,6.52,12.3,268.0,19.1,125.53
2917.0,59.8,43.38,26.48,3.52,31.3,230.0,83.8,111.2
3141.0,102.8,16.71,29.97,4.99,79.7,578.0,81.2,85.07
3854.0,37.1,9.74,29.0,7.37,31.6,488.0,34.1,94.48
2442.0,23.0,12.73,40.78,5.07,75.6,494.0,93.4,91.0
1074.0,40.4,21.48,42.51,4.27,32.7,412.0,19.6,152.07
1777.0,54.0,13.31,57.8,11.3,45.6,520.0,63.8,247.38
2134.0,71.1,16.71,27.82,1.11,98.5,480.0,11.1,23.98
3407.0,81.5,7.61,45.67,8.55,32.0,399.0,116.6,102.79
3069.0,111.1,15.51,52.69,12.11,43.9,581.0,92.7,212.85
2102.0,71.0,29.04,42.41,4.73,37.1,196.0,27.5,134.11
4939.0,70.1,22.65,30.2,9.45,19.9,572.0,47.6,155.13
3226.0,25.0,17.99,30.5,10.36,54.1,301.0,27.7,196.82
1568.0,23.5,37.58,21.57,10.17,44.1,364.0,94.3,376.63
958.0,75.1,44.78,32.22,7.24,72.5,161.0,16.5,397.69
1188.0,63.8,38.08,49.78,5.85,83.6,370.0,102.4,254.42
1607.0,103.9,17.27,21.9,12.7,59.0,406.0,113.6,302.11
1223.0,36.1,37.48,28.77,11.62,12.9,599.0,84.4,460.45
1340.0,22.5,8.45,48.25,5.5,65.7,588.0,33.4,101.99
1783.0,64.9,7.39,51.31,2.44,15.0,583.0,49.6,39.27
1280.0,43.7,17.94,38.21,2.01,65.5,274.0,62.5,54.73
4535.0,25.0,40.58,47.92,2.32,71.7,596.0,76.5,52.12
861.0,92.5,13.07,35.52,9.16,27.8,328.0,83.6,271.34
2860.0,31.2,4.1,26.4,1.72,83.7,526.0,71.0,15.49
2347.0,80.8,7.45,35.93,5.72,92.0,208.0,48.6,76.39
4921.0,48.1,43.08,43.2,11.54,83.2,353.0,108.0,268.91
1004.0,37.3,32.06,57.92,5.12,37.5,583.0,19.0,218.29
2290.0,58.0,13.41,22.75,11.69,62.8,574.0,61.3,219.92
4863.0,100.1,28.21,40.3,11.44,92.3,442.0,95.3,208.26
4395.0,59.2,26.85,33.16,4.44,38.9,499.0,16.7,84.66
4177.0,95.1,33.12,40.33,11.2,83.8,188.0,87.6,250.06
1661.0,32.5,12.43,20.96,11.47,10.9,461.0,100.2,238.22
1269.0,97.3,43.36,32.52,6.56,10.3,409.0,82.7,295.54
3509.0,43.7,16.16,52.79,3.95,78.4,146.0,11.4,68.4
4682.0,87.7,35.01,42.16,8.3,78.5,157.0,29.8,184.79
3005.0,76.6,1.79,38.02,13.9,81.0,154.0,47.6,87.03
3072.0,112.9,19.26,31.42,9.95,93.7,462.0,35.7,187.98
1760.0,58.7,18.23,31.92,3.42,20.6,171.0,115.9,87.32
3963.0,26.6,27.63,35.32,10.56,30.9,334.0,81.7,224.61
1342.0,21.9,4.56,53.42,6.98,91.3,278.0,42.7,105.51
1957.0,102.7,39.72,58.69,9.28,26.0,375.0,112.3,338.2
2414.0,72.5,11.67,37.55,11.28,71.4,453.0,91.5,191.41
2784.0,97.5,34.17,35.73,8.21,57.7,442.0,41.3,216.87
1591.0,43.4,40.36,53.86,12.4,17.5,358.0,51.7,484.13
1017.0,54.5,28.53,37.08,11.11,35.7,332.0,31.9,467.87
3248.0,23.0,37.3,42.08,9.61,56.8,299.0,116.8,261.24
1799.0,116.1,33.43,29.24,3.11,86.7,531.0,66.9,110.39
3116.0,86.8,18.42,49.74,12.7,73.7,265.0,108.6,251.16
1195.0,113.3,40.63,41.28,14.1,66.0,230.0,48.1,632.01
2665.0,46.5,15.44,52.36,2.92,54.6,472.0,104.7,53.19
2897.0,81.1,28.99,51.23,7.84,36.9,280.0,15.9,213.22
733.0,87.8,37.52,28.6,4.62,20.7,523.0,118.0,246.99
2015.0,51.8,19.57,48.63,11.56,46.8,264.0,110.3,284.68
1105.0,104.8,15.84,52.0,11.1,12.6,451.0,50.0,320.81
785.0,114.7,23.51,33.84,2.97,29.0,123.0,95.2,134.82
4955.0,108.5,41.08,26.9,13.28,48.9,293.0,92.7,299.99
1951.0,93.9,46.57,20.11,3.53,47.7,272.0,109.1,129.34
4144.0,47.7,27.71,38.04,12.16,14.0,508.0,43.8,235.45
1646.0,48.2,33.41,34.1,7.4,63.0,584.0,61.2,255.59
3567.0,116.3,45.26,42.2,5.6,59.5,330.0,105.1,155.56
3921.0,21.0,5.83,27.52,3.22,17.0,512.0,95.6,30.34
3180.0,91.6,12.37,54.39,3.35,94.9,450.0,53.3,52.81
2622.0,90.6,35.74,30.31,10.27,18.9,584.0,103.0,282.08
2353.0,82.3,41.36,29.06,8.71,86.9,506.0,15.2,276.44
2070.0,119.0,42.99,39.23,2.71,10.0,139.0,96.0,97.62
4683.0,51.2,21.34,39.95,2.58,89.4,457.0,32.7,42.17
4238.0,54.0,5.38,28.6,2.01,11.8,368.0,41.5,17.53
4843.0,27.9,22.45,30.87,11.41,78.2,108.0,64.3,195.63
1059.0,64.3,12.31,26.79,10.97,42.6,226.0,59.5,285.06
3789.0,46.1,15.27,48.74,1.82,76.4,561.0,67.3,28.69
4723.0,54.3,38.84,50.8,8.84,46.2,563.0,69.9,193.71
1316.0,103.5,4.7,38.49,2.19,16.4,499.0,46.5,31.1
799.0,113.5,41.55,48.56,13.65,79.1,591.0,29.3,754.98
3835.0,38.6,21.96,49.44,13.7,16.4,503.0,94.5,254.97
3085.0,57.3,30.21,25.53,10.78,93.0,105.0,54.0,268.2
4288.0,112.9,5.39,58.65,13.97,14.6,244.0,65.6,127.77
1129.0,26.2,17.53,52.84,12.36,53.1,115.0,80.9,404.79
4079.0,29.2,5.4,28.18,12.6,75.1,147.0,110.1,117.91
1407.0,36.3,48.12,27.45,8.98,45.4,209.0,87.8,413.4
1236.0,79.5,40.56,25.03,5.28,29.6,352.0,15.0,228.34
1239.0,35.0,23.52,25.54,4.05,78.3,524.0,102.2,131.54
4166.0,116.8,11.96,49.93,5.58,80.6,531.0,118.8,70.27
3493.0,64.7,46.74,38.79,9.8,93.0,408.0,62.0,292.88
2854.0,70.2,17.89,51.32,3.42,43.9,564.0,116.7,69.33
2115.0,44.7,8.89,49.85,4.62,55.6,350.0,70.2,76.23
4447.0,67.1,28.6,44.18,7.55,42.7,545.0,60.6,151.37
2266.0,86.2,47.24,47.45,4.26,33.1,327.0,46.5,155.57
4175.0,95.1,1.19,20.73,9.24,77.6,239.0,82.3,38.59
2476.0,95.4,12.67,32.47,13.92,40.6,558.0,35.3,229.37
2196.0,77.8,46.98,45.51,11.47,48.5,294.0,21.5,422.9
2582.0,110.4,9.38,20.37,10.33,46.3,352.0,13.0,148.81
1856.0,101.7,6.55,21.32,9.16,74.1,264.0,42.2,135.18
3864.0,95.7,28.94,54.08,7.83,92.6,431.0,53.5,168.67
2762.0,25.6,43.23,47.36,3.61,70.0,598.0,70.7,115.97
1545.0,20.7,24.38,30.61,13.53,52.4,113.0,42.2,440.94
4548.0,41.2,49.73,47.52,4.48,80.1,550.0,118.2,113.99
2228.0,86.4,34.28,51.7,2.28,67.7,102.0,42.1,72.34
2946.0,61.1,4.63,32.27,11.5,15.5,282.0,58.5,118.64
4579.0,60.2,49.65,21.44,3.46,18.6,184.0,21.4,89.8
3309.0,108.5,20.99,57.31,6.21,13.4,479.0,38.7,124.61
