Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Film_Thickness_nm
1209.3,70.7,14.95,49.55,4.98,11.9,408.1,30.0,27.84
1165.0,62.4,8.09,33.2,3.86,58.7,247.8,30.9,23.1
4712.6,21.0,16.52,58.13,5.15,70.9,599.4,18.5,9.76
2470.6,111.5,35.89,21.46,13.26,51.0,228.6,105.5,142.77
2224.9,65.5,12.2,34.13,5.08,93.5,301.0,95.8,25.14
3783.6,115.4,20.96,54.7,7.48,91.2,227.4,38.0,43.02
2988.5,48.7,27.87,30.96,10.88,22.5,359.0,96.2,53.18
4712.6,106.6,33.55,31.02,13.21,17.2,338.5,56.4,69.57
4011.4,112.2,27.94,55.95,10.22,38.1,371.1,95.3,41.38
2657.2,75.7,30.11,53.22,11.54,64.7,567.6,45.5,34.52
2193.6,40.3,9.46,24.23,3.43,64.1,365.2,72.1,11.98
4939.8,88.5,35.05,43.21,13.28,34.4,381.6,52.0,55.06
3729.9,74.9,16.51,28.94,4.86,95.6,549.0,30.6,10.77
4780.4,114.5,6.77,28.61,2.8,37.7,518.0,74.4,3.08
1033.2,63.9,35.73,44.62,14.67,82.4,257.9,92.6,203.63
4327.4,46.9,5.49,24.95,3.82,84.9,155.8,92.8,15.1
3366.8,33.8,10.45,38.79,2.91,18.9,433.3,49.2,7.12
1048.6,89.9,28.13,30.23,9.76,30.9,530.2,67.1,47.61
3147.2,117.4,13.8,54.16,5.46,29.4,398.8,94.0,15.98
3587.4,22.8,8.99,42.18,2.87,92.8,245.0,16.0,10.48
555.4,94.0,23.0,28.6,9.42,41.6,483.6,17.9,71.81
2544.4,112.7,27.59,57.06,11.63,85.3,451.3,51.4,51.61
4214.3,27.5,30.54,52.92,12.1,53.0,404.3,34.6,48.8
1829.1,31.0,6.95,30.61,3.18,51.1,538.5,51.2,5.83
2563.5,89.2,21.53,58.44,8.8,91.3,502.9,20.3,29.01
2490.4,84.8,27.79,30.71,12.39,49.7,450.6,75.1,49.87
1858.7,26.9,11.25,31.71,3.26,77.0,449.1,83.9,9.19
4633.0,103.4,11.71,35.44,3.91,48.2,448.0,97.1,7.92
4015.8,72.3,3.08,26.59,1.03,19.2,386.3,81.6,3.0
997.6,110.7,21.3,47.48,8.34,14.8,358.8,53.6,66.52
4986.7,107.8,9.91,42.29,3.73,28.7,469.3,112.8,6.21
4456.4,101.3,31.05,55.78,11.14,75.0,424.7,89.9,41.58
1777.6,71.6,33.96,29.64,14.47,43.6,370.5,68.0,104.08
4266.0,45.2,12.93,26.81,3.92,50.9,207.0,32.8,19.33
978.9,70.6,23.09,34.34,10.09,19.2,465.9,81.4,61.74
4996.0,30.1,13.56,25.84,3.97,66.1,440.7,75.1,8.51
3495.6,85.9,7.99,57.85,1.25,82.3,304.0,85.2,3.91
3425.6,33.4,31.98,48.7,11.62,66.2,310.3,95.9,68.78
907.0,71.1,22.69,51.85,7.08,98.6,261.0,110.7,79.62
4536.7,25.4,35.66,49.92,14.26,11.5,582.9,114.4,33.2
630.5,50.0,25.22,29.71,8.48,11.4,537.1,79.3,51.57
1583.7,43.2,14.24,25.63,3.2,55.0,402.5,116.3,14.42
1143.6,82.0,15.42,37.18,7.3,34.0,330.7,110.3,48.33
3995.5,98.7,9.02,53.16,3.84,71.8,481.6,10.3,8.27
1391.9,25.7,28.09,33.22,13.29,81.4,387.5,80.1,90.48
4597.9,105.0,29.73,20.38,10.67,19.2,589.1,29.6,24.4
3453.2,106.1,10.76,46.4,5.78,92.6,174.8,42.5,30.04
662.7,54.2,15.96,28.0,8.39,12.7,165.4,42.7,138.89
524.4,85.9,22.57,41.71,10.37,72.0,405.9,63.1,93.12
732.5,60.3,24.29,20.6,11.96,44.6,241.5,11.2,150.23
3226.7,35.4,7.7,40.35,2.12,70.1,421.9,35.9,5.29
4106.7,72.9,1.77,35.74,1.32,18.8,501.6,13.2,3.0
1573.5,28.6,2.91,55.22,2.6,94.3,212.1,81.6,9.49
4322.3,107.8,16.89,48.87,6.53,94.4,348.3,107.8,21.37
757.5,112.4,19.38,21.44,7.53,56.7,459.9,119.8,41.52
4104.3,102.2,3.08,51.58,2.91,55.9,525.2,59.3,3.0
4675.1,76.3,15.4,51.65,6.76,67.1,373.4,38.6,20.61
3974.5,75.8,18.3,46.54,7.18,62.2,242.8,103.8,41.77
3641.5,118.5,6.74,57.17,2.53,58.9,413.6,22.4,4.59
4270.9,44.8,32.83,52.13,13.83,63.0,354.5,117.2,61.31
680.7,27.6,27.13,28.76,9.39,87.3,497.4,88.6,62.25
1408.0,76.2,23.25,35.26,6.44,65.0,400.0,65.4,44.0
1062.2,52.9,19.68,34.0,8.1,27.6,275.7,20.6,77.37
2770.4,52.2,10.45,40.2,5.4,92.3,489.5,12.0,13.81
3853.3,20.7,31.11,58.15,12.96,29.4,383.0,69.9,53.89
3335.1,79.6,23.4,44.62,9.05,24.9,229.9,55.5,55.22
4330.1,46.4,20.08,32.52,7.93,99.7,403.4,102.7,24.76
1198.5,38.8,35.46,57.66,13.75,29.2,576.7,80.7,60.96
3805.8,24.0,37.92,48.01,12.73,19.0,467.5,57.5,47.42
1368.7,56.4,25.33,30.64,12.38,60.6,284.5,34.9,110.63
1718.4,107.9,10.04,56.26,4.16,84.4,469.9,62.8,11.42
3694.6,53.7,13.85,33.77,3.14,15.5,277.2,27.9,12.42
4910.9,87.9,24.95,40.65,10.66,54.1,394.2,83.4,38.49
3251.9,95.7,21.76,39.17,7.56,16.2,387.0,76.6,28.72
745.3,52.8,28.21,56.95,10.57,48.6,261.3,99.1,151.42
3273.4,102.2,32.5,30.63,11.65,41.0,306.5,59.4,73.46
690.6,89.2,19.55,33.33,5.13,22.3,574.0,40.7,25.91
4478.7,75.9,14.46,46.41,4.99,93.8,262.8,102.0,20.16
3693.1,20.1,14.87,55.46,7.87,67.1,510.5,86.0,16.78
1279.1,23.5,11.01,24.6,4.83,85.9,450.3,87.7,17.03
912.7,119.1,32.35,28.4,10.34,91.5,389.7,68.1,93.15
1325.9,98.2,24.1,57.92,11.45,93.7,211.9,106.4,148.23
4910.1,113.8,20.99,51.09,7.61,77.3,242.1,35.1,36.13
2563.5,110.2,20.06,33.84,11.13,37.6,230.5,54.2,82.86
4028.4,22.0,16.68,34.31,8.15,84.6,414.1,97.6,24.32
3363.8,99.2,29.92,38.78,10.98,56.8,588.0,24.6,32.33
3075.9,65.1,11.65,46.95,4.15,34.4,544.8,98.9,7.19
1153.1,99.0,26.96,42.44,11.34,44.7,161.4,48.8,194.54
4757.1,20.7,24.88,51.04,11.01,37.1,273.2,23.8,54.22
1856.0,48.8,6.9,22.17,4.73,52.0,220.8,18.7,22.74
3101.1,95.1,24.28,52.76,8.78,80.3,589.1,102.7,18.59
3649.0,99.3,30.99,22.32,12.97,53.6,256.0,95.6,91.53
3421.5,82.0,7.77,55.24,4.49,34.1,240.6,41.7,17.39
4732.7,50.1,28.09,21.73,11.3,17.9,429.4,22.8,38.46
1168.0,51.0,36.76,25.11,14.36,87.0,400.3,37.2,108.01
2787.6,116.7,31.59,27.21,13.13,47.6,251.6,33.4,105.92
2318.2,63.9,17.58,28.92,6.62,49.8,451.7,90.6,21.24
2633.8,64.7,23.97,36.07,9.5,78.7,193.7,33.7,83.23
1036.5,75.2,34.11,46.22,14.88,86.5,158.7,33.8,267.12
1103.4,61.0,22.77,55.7,8.96,56.0,187.1,13.5,112.94
1751.3,75.3,10.21,40.98,2.61,66.9,314.2,75.7,11.78
1871.2,63.2,8.87,41.3,1.64,31.5,588.8,85.8,3.0
2425.6,102.7,32.12,32.77,12.06,94.2,396.3,81.9,64.21
3249.4,110.9,15.92,52.03,6.93,61.1,489.6,72.5,15.58
3355.8,113.2,14.16,24.42,4.46,74.8,294.7,116.3,20.35
2353.1,76.4,16.89,32.04,5.87,20.3,473.7,62.0,16.85
2339.5,64.2,26.56,23.88,11.6,67.3,584.8,104.6,32.15
1479.3,90.5,17.89,28.57,7.51,43.2,311.0,81.1,52.97
3147.4,103.8,34.3,43.46,13.16,50.5,599.6,19.3,42.7
1926.7,76.3,32.1,25.04,11.29,71.4,437.3,99.1,60.45
662.3,90.0,30.23,24.02,14.64,81.7,486.9,74.3,111.01
2382.8,95.0,37.83,53.04,13.44,41.4,263.5,81.9,122.5
2633.6,87.6,15.99,24.73,4.56,88.6,439.4,29.8,15.5
1515.2,94.6,26.12,44.32,10.23,29.7,380.0,58.1,69.48
3076.1,40.9,4.24,34.08,1.29,60.7,580.4,106.9,3.0
3046.0,69.8,37.38,55.85,14.88,23.6,557.1,33.7,52.4
3659.0,78.8,10.78,48.3,4.65,36.0,328.5,10.0,12.68
3415.8,20.2,25.17,22.38,10.31,90.6,576.1,38.3,23.28
3435.9,105.6,27.22,55.82,12.89,11.0,548.2,63.6,34.37
1923.0,81.0,4.24,36.56,3.25,92.4,415.7,100.3,6.56
4043.4,32.9,38.6,31.93,12.87,39.6,187.0,80.8,115.43
2971.1,101.6,4.88,46.91,1.17,72.6,222.4,111.1,4.05
2441.4,91.7,19.14,48.72,7.19,18.3,184.6,60.1,59.4
3317.1,95.8,19.41,32.13,7.61,67.7,198.6,53.0,49.87
2123.0,59.2,13.86,34.07,6.24,91.9,589.6,35.5,13.22
2807.3,105.4,22.26,26.25,9.21,60.0,245.5,34.0,55.74
3815.2,61.4,34.03,43.74,13.81,42.6,460.9,91.0,51.03
4488.8,77.1,14.24,58.28,5.58,81.4,436.4,18.8,13.68
4644.8,20.1,20.7,36.66,9.11,74.1,434.0,36.7,27.45
2766.3,84.5,33.99,59.85,13.28,20.6,243.0,107.4,114.73
2841.2,91.8,29.76,27.06,11.82,69.9,410.7,73.5,55.32
4099.4,76.7,6.79,51.84,1.57,69.8,431.5,15.1,3.0
1915.0,69.7,36.77,57.12,14.2,77.7,406.7,87.5,89.47
4268.2,101.0,5.29,47.52,1.65,38.5,233.8,65.7,4.74
2723.6,88.1,22.75,24.37,9.24,46.1,475.4,104.0,29.54
1021.4,47.8,27.27,33.06,9.05,96.4,183.0,85.1,135.27
824.3,115.9,26.79,23.43,12.01,61.6,416.0,10.5,107.12
4289.0,90.7,3.46,44.07,3.08,55.8,346.3,32.6,5.25
750.1,118.8,11.74,59.93,3.51,98.8,262.6,38.4,34.23
1762.8,117.1,26.63,34.99,11.53,30.7,513.3,87.2,43.69
2003.6,111.9,5.88,26.52,3.09,45.8,229.2,66.0,13.3
1278.5,95.5,22.07,30.75,7.57,78.4,569.8,92.2,25.31
1912.5,80.9,27.42,42.83,11.24,74.2,548.1,66.4,38.7
3842.1,37.2,21.48,42.76,10.12,97.0,312.3,46.0,46.72
566.1,74.3,16.89,29.19,3.95,68.9,287.3,21.4,42.24
4222.3,96.5,9.26,50.03,5.26,38.2,211.9,32.3,18.99
4354.5,72.1,35.24,23.52,14.57,45.8,562.3,54.1,37.48
2175.2,106.8,13.08,44.92,7.28,18.1,432.4,70.7,19.47
1191.3,31.0,6.54,37.03,1.62,93.1,164.3,113.3,12.53
3203.8,58.1,9.45,25.09,4.07,21.6,379.9,36.4,10.61
1038.5,70.6,17.78,45.38,5.79,59.1,188.6,83.3,75.2
2142.1,63.2,36.43,46.92,14.99,46.1,408.2,26.8,96.59
4812.9,30.9,18.1,37.6,5.24,22.1,379.0,88.5,16.86
4979.6,35.4,3.86,51.92,1.37,36.4,187.3,11.2,3.1
3974.5,103.8,16.0,40.37,8.18,67.0,517.1,82.2,15.39
1899.3,68.4,7.7,31.43,2.17,12.8,268.0,28.0,9.24
3594.5,24.9,12.37,58.14,4.84,96.9,393.7,29.8,14.0
3674.3,21.6,30.8,57.76,14.89,91.8,437.6,71.5,51.49
2245.3,67.3,23.82,23.82,10.86,17.6,583.0,51.3,32.45
3384.0,36.4,3.72,57.84,1.71,88.2,372.2,61.8,3.0
548.3,90.5,23.41,51.02,7.28,39.6,562.8,44.0,45.42
1440.8,99.5,11.95,24.27,3.4,16.1,309.7,114.9,17.85
2862.9,42.8,7.22,40.77,2.72,37.6,535.8,42.0,4.16
1236.9,79.2,24.62,21.4,9.22,82.8,256.1,69.6,88.65
1246.6,35.4,14.46,43.55,8.08,69.9,468.4,104.0,33.51
4263.4,50.4,26.53,57.33,11.4,31.5,189.9,83.1,84.77
4951.1,108.9,34.24,34.73,13.49,74.7,593.7,45.5,31.04
3001.9,74.4,12.74,40.35,4.45,73.7,579.3,70.8,7.59
4275.8,108.6,32.4,29.1,13.92,76.9,349.0,19.1,68.39
4956.4,42.5,20.86,41.64,8.25,58.7,385.8,70.0,25.71
1137.2,53.0,13.65,52.1,4.62,83.7,419.0,57.5,22.1
2517.1,67.1,31.51,28.61,12.84,67.7,273.8,93.4,102.17
2266.6,68.0,8.03,42.14,1.5,21.3,453.5,103.3,3.51
860.2,119.8,23.27,34.19,8.83,82.9,464.4,32.0,59.35
3899.0,31.4,29.07,49.91,11.1,39.1,386.3,19.0,54.87
2452.0,105.2,18.46,48.08,4.92,73.5,216.5,53.0,39.31
2612.0,106.4,34.59,47.95,13.09,70.8,563.6,68.8,37.74
1178.0,75.3,17.26,35.11,4.36,40.2,201.8,51.4,46.69
1314.2,54.4,29.33,43.97,12.76,24.6,433.1,79.1,77.7
4582.0,71.9,2.05,46.04,2.1,72.5,196.4,65.6,4.35
700.9,49.2,9.03,47.23,3.24,86.4,215.7,113.0,31.7
1547.8,99.9,15.89,43.01,6.33,85.4,159.2,55.0,67.68
1814.3,69.8,36.18,54.67,12.96,66.4,313.5,19.1,97.77
2705.9,112.6,5.57,29.95,3.02,30.5,437.8,43.2,5.35
3139.0,82.3,32.25,22.23,13.26,38.5,384.7,76.6,72.66
2719.8,71.4,12.91,58.5,4.22,77.9,453.5,38.2,11.83
878.5,91.1,19.17,22.43,7.34,47.0,453.8,39.6,41.68
1596.5,70.4,15.14,56.12,5.94,75.9,213.1,47.4,49.95
4296.1,110.5,9.18,44.49,2.65,37.9,175.8,92.1,11.63
3369.1,38.4,37.94,56.75,14.22,10.6,431.4,113.4,61.77
3421.2,117.3,23.02,42.6,7.13,64.3,444.0,48.5,22.31
3515.9,101.2,26.63,52.84,10.66,64.1,400.5,31.5,42.48
3933.1,106.1,20.38,48.85,9.05,66.5,260.6,56.3,47.0
761.5,68.3,25.06,41.0,8.02,34.1,514.8,48.7,51.14
2149.7,103.7,20.92,34.53,9.63,83.0,184.1,118.9,95.18
2927.9,50.7,38.6,20.11,13.58,53.9,434.5,61.0,67.3
2023.1,96.2,30.85,30.04,10.79,78.6,204.2,84.7,120.48
4300.2,34.0,25.91,58.07,8.45,65.0,444.5,110.5,27.13
2671.6,50.7,27.13,31.02,10.03,47.4,338.0,79.2,55.38
3958.8,64.6,17.49,50.07,9.49,71.2,473.1,37.4,23.4
4334.1,52.2,15.13,40.34,7.06,61.7,173.5,76.8,42.67
2771.6,58.7,25.34,32.34,9.75,56.0,399.8,54.2,43.12
4593.0,102.0,16.56,59.64,7.21,68.4,215.2,56.5,37.04
3142.1,45.7,27.75,21.88,11.61,17.7,457.1,117.7,41.09
4326.2,94.5,37.34,43.28,14.56,91.9,204.0,40.6,125.03
2032.7,27.4,34.7,38.46,14.44,40.2,183.1,61.6,192.58
2744.7,96.6,27.07,23.06,12.49,30.2,470.9,27.6,47.83
2891.3,99.2,26.33,28.56,9.42,79.5,178.6,29.6,75.3
972.4,60.2,29.97,47.77,11.49,30.8,251.0,76.4,149.57
2293.5,92.2,9.29,24.33,3.49,99.6,521.1,92.6,6.53
4628.0,111.5,21.86,52.04,7.71,47.8,514.4,80.0,17.53
3338.7,100.1,12.87,45.0,4.6,36.7,534.4,46.2,9.46
1298.8,59.0,8.41,24.03,1.05,15.6,296.7,16.6,5.04
2024.9,68.4,35.88,31.47,14.53,13.8,387.6,61.7,90.57
1362.2,97.9,36.09,25.49,13.09,18.6,498.0,65.5,67.14
611.7,49.3,15.22,51.9,8.19,10.5,211.6,94.8,115.17
4673.6,100.4,13.86,41.32,4.56,39.4,476.0,80.4,8.93
2516.9,52.8,25.42,20.11,10.7,37.9,193.9,105.8,105.54
1883.9,100.6,15.72,41.72,7.09,48.7,561.0,96.1,17.83
3193.1,28.7,33.64,39.31,12.25,31.0,436.8,50.2,54.33
532.9,24.4,39.15,45.72,14.99,15.6,372.0,79.5,191.54
1751.1,119.8,9.52,21.39,5.89,16.4,368.1,92.2,21.74
3663.7,106.9,14.32,21.42,4.42,26.4,231.6,115.3,24.01
3352.0,108.3,14.69,33.97,4.74,38.5,305.7,56.5,19.41
4918.1,115.1,5.14,47.54,2.31,23.3,477.2,81.3,3.0
3291.6,63.8,14.48,46.66,6.52,42.9,393.4,53.2,21.54
2648.8,48.7,1.0,31.13,1.24,93.0,388.2,91.2,3.0
3926.4,33.0,6.97,28.64,2.6,33.5,237.9,110.3,9.36
4565.0,70.1,12.52,47.33,4.8,25.2,460.7,111.1,9.44
3743.1,42.0,11.84,21.08,3.24,69.8,326.4,27.3,10.56
4834.5,113.6,28.68,42.27,11.25,54.2,232.2,32.5,72.48
4019.0,20.4,4.52,36.96,2.48,14.3,574.7,93.0,3.0
4400.6,34.3,32.9,29.56,13.12,80.9,378.1,79.4,60.85
1013.5,44.6,10.66,40.81,4.1,74.4,387.6,109.6,19.64
3795.9,39.9,4.99,28.69,2.52,98.0,591.6,44.5,3.0
2480.4,42.6,1.0,42.57,1.14,94.4,314.9,103.3,3.0
2989.0,85.6,29.2,25.96,11.01,62.6,574.4,85.2,27.65
3443.5,52.8,13.9,36.23,4.59,71.7,462.7,31.5,11.29
4864.2,81.5,22.38,40.42,8.13,46.9,434.9,23.9,23.85
4930.6,109.0,5.71,21.27,2.56,90.0,255.5,87.3,6.29
1797.0,80.3,36.54,44.43,14.79,59.8,173.3,27.4,214.63
3801.9,89.5,4.21,50.01,2.76,39.3,347.0,97.4,4.97
3874.9,56.6,14.6,58.24,6.77,10.9,154.6,71.3,46.8
2059.2,36.0,31.82,28.13,12.92,62.8,182.0,62.5,162.64
1057.4,52.1,12.97,28.35,4.43,57.3,417.9,40.3,22.42
684.3,116.4,8.01,32.19,4.74,83.1,476.0,118.2,18.11
3998.0,82.2,27.16,55.63,12.32,26.8,225.6,89.4,86.38
2703.6,47.8,12.01,36.27,4.83,83.4,479.6,95.6,11.7
4934.9,65.1,7.27,32.07,1.04,11.4,577.4,94.6,3.0
2592.4,103.6,15.64,49.65,6.99,62.9,484.4,74.2,17.63
4900.6,86.8,5.13,21.52,1.18,45.7,503.1,113.4,3.0
2352.1,76.1,34.33,41.95,13.74,39.8,465.3,74.2,66.94
4071.6,108.5,24.22,38.01,9.99,49.0,251.1,67.2,51.17
881.7,87.2,23.88,44.99,9.16,30.1,312.4,40.1,93.97
2999.6,84.3,6.76,49.24,3.82,26.5,577.2,41.0,5.14
4109.3,39.0,24.87,33.0,10.8,82.5,447.5,91.1,33.43
4661.2,30.6,30.41,45.46,10.48,30.5,505.1,46.8,27.45
4201.6,116.5,10.76,40.97,1.85,76.3,585.9,90.2,3.0
666.4,79.9,35.19,25.36,13.33,74.0,254.1,114.8,237.37
2177.2,61.6,26.26,55.27,9.11,13.0,294.8,58.3,75.04
719.1,78.9,24.34,50.18,12.09,89.3,440.2,20.7,98.2
991.8,26.2,9.92,56.87,4.68,81.0,161.0,83.3,52.46
3538.9,102.2,7.3,48.82,2.71,81.6,407.0,11.0,5.52
3709.7,41.7,34.17,29.79,10.83,82.8,513.9,96.6,34.39
3981.7,100.5,28.92,37.22,12.11,62.4,424.7,67.8,44.91
4394.6,73.4,18.96,35.47,6.4,99.4,282.9,63.9,29.29
3827.4,47.7,6.2,21.43,1.33,26.1,475.8,72.6,3.0
4103.9,23.0,31.72,36.42,12.46,16.5,215.7,66.8,102.46
720.3,101.6,10.87,33.82,3.89,73.4,552.6,45.6,14.55
1555.4,37.6,11.62,20.16,5.75,36.5,195.4,41.0,42.68
3298.5,25.2,16.43,53.88,9.8,64.7,538.6,55.7,20.44
4361.6,95.6,11.36,25.75,2.4,45.3,374.0,108.4,6.45
520.3,55.0,4.77,40.04,2.01,40.0,342.9,24.9,11.02
2815.8,58.9,1.0,51.39,1.36,90.4,375.3,45.7,3.0
3547.8,44.7,35.13,44.18,13.83,22.8,240.1,31.2,107.64
633.2,105.9,15.58,26.77,5.36,27.0,356.0,57.0,42.9
2306.1,49.7,27.88,44.73,10.25,70.1,532.4,24.7,40.02
4530.4,41.0,39.5,50.3,14.85,80.4,510.4,93.7,42.44
3522.3,50.9,23.1,54.19,10.37,84.9,223.4,21.4,64.72
1569.5,40.3,18.58,32.75,8.35,30.8,453.0,83.2,34.36
4337.5,51.8,20.12,21.36,8.29,89.4,535.6,39.4,19.6
2066.1,28.3,18.9,44.32,6.28,64.9,518.9,61.9,19.6
4340.1,35.9,17.3,29.03,9.4,84.1,341.5,32.0,35.56
1845.2,61.7,35.56,51.24,14.42,16.2,171.6,90.3,232.64
3156.4,107.9,32.47,47.2,12.03,42.1,569.0,114.3,31.66
2286.2,25.7,20.63,50.93,6.94,57.2,328.1,34.4,41.59
1736.7,41.3,17.13,58.7,5.65,61.9,312.4,114.8,33.95
4489.5,110.8,35.94,43.38,13.37,18.9,491.8,45.8,45.54
1344.2,109.0,1.0,56.17,2.9,58.5,268.8,71.4,5.49
881.7,87.9,36.5,45.68,12.89,69.9,525.6,87.2,79.77
2038.7,44.0,13.5,27.27,4.57,42.5,184.2,31.9,34.68
3729.4,62.0,31.35,51.97,11.02,55.1,483.3,58.9,37.56
4133.4,41.1,26.74,47.75,12.29,36.3,584.6,17.5,30.35
4994.3,32.9,14.4,59.12,7.68,88.3,598.1,86.7,9.45
1833.6,58.0,15.85,29.74,3.69,63.9,565.7,55.8,9.95
2335.7,77.6,28.72,33.33,12.83,59.6,541.8,108.1,39.75
1115.7,56.0,15.2,52.86,6.15,95.0,275.5,40.1,46.19
3086.9,81.1,16.21,22.52,5.49,69.8,585.0,111.6,9.73
4989.1,49.6,23.04,45.33,8.14,35.2,567.6,25.5,17.57
3654.0,54.6,21.55,41.42,7.09,67.8,390.5,76.8,26.38
3178.5,99.1,26.96,26.75,10.56,96.5,330.9,43.9,58.28
2265.7,107.8,5.55,26.6,2.92,12.1,199.2,30.0,12.76
4618.8,52.2,20.45,52.41,7.1,66.4,415.8,20.3,21.15
2736.1,77.2,35.18,20.62,13.48,24.1,465.2,82.1,55.91
1104.7,47.8,1.0,49.87,1.5,83.5,331.8,35.6,3.0
2144.2,25.3,23.28,49.31,7.4,67.7,332.7,73.0,43.74
802.3,93.8,18.11,45.99,10.25,94.3,408.0,117.7,67.91
1408.9,37.1,35.99,36.38,13.43,70.3,162.5,44.8,199.01
579.5,62.6,21.52,21.13,9.31,11.5,581.0,13.8,61.13
2539.8,68.7,32.96,52.07,12.54,55.9,280.5,25.7,97.31
3355.4,38.4,13.0,25.03,4.12,91.3,213.4,23.1,18.69
2044.8,29.5,15.55,31.23,5.94,30.9,152.5,61.0,52.07
2391.7,54.8,35.99,57.87,14.19,17.5,535.6,91.9,47.44
4816.4,115.2,32.57,32.07,13.4,74.8,538.4,42.6,36.26
3883.8,81.5,24.41,30.21,8.81,55.2,192.9,26.0,54.87
2933.9,58.1,26.17,58.93,7.66,14.3,218.5,80.5,61.97
1780.4,23.9,14.8,23.44,7.31,35.2,351.6,43.1,37.82
4536.5,80.0,1.0,26.43,1.82,39.4,233.6,73.3,3.0
1557.9,29.2,31.79,37.53,13.49,70.1,481.1,112.7,65.96
1964.0,74.3,29.19,51.51,12.45,52.4,176.1,42.0,147.37
4590.8,95.2,17.86,55.37,7.39,53.8,397.4,66.4,22.81
2882.9,62.4,10.52,50.23,4.91,82.6,322.3,98.7,17.86
3840.4,49.9,17.96,59.05,5.8,35.1,359.2,86.1,18.78
3158.4,24.7,4.12,20.67,2.72,70.5,341.1,92.7,5.9
3440.5,22.5,28.89,44.78,11.11,43.1,218.9,95.0,89.63
1847.2,63.0,24.14,24.65,8.79,47.7,249.1,69.4,77.41
1586.2,108.3,12.79,56.41,4.28,60.0,179.2,69.0,33.82
1951.2,44.4,25.82,57.41,9.72,72.6,201.9,89.1,100.71
1199.5,77.4,38.68,32.12,14.71,95.1,590.1,86.7,62.15
4434.4,88.4,8.4,53.11,2.71,34.2,275.9,83.7,7.85
1774.6,26.1,18.02,45.21,7.42,19.3,288.2,52.0,49.84
3026.7,35.3,21.67,24.02,7.92,48.6,207.2,101.1,58.72
4063.9,53.1,11.47,44.11,3.34,59.2,489.8,36.0,6.39
4027.2,87.0,24.09,59.04,8.44,30.5,565.9,27.1,21.49
2472.7,63.9,18.68,32.32,9.48,90.1,505.4,48.0,28.6
2643.2,93.4,8.82,20.05,3.2,81.9,425.7,37.9,7.94
4976.2,106.8,6.09,59.07,3.17,54.4,516.0,83.0,3.38
3535.7,95.8,33.56,36.56,12.99,50.5,331.9,35.4,71.78
4165.9,119.2,16.51,37.24,5.36,13.7,536.8,82.2,9.82
4561.5,95.4,23.77,48.5,9.82,58.3,509.3,66.5,23.92
4044.2,105.2,22.29,44.18,9.77,63.6,150.8,26.8,68.17
1333.3,103.2,33.11,32.08,12.75,90.2,369.5,38.4,111.82
3029.8,93.0,27.72,24.0,11.36,55.1,269.1,67.4,80.58
958.5,100.2,35.65,53.09,12.77,24.2,188.8,90.6,203.32
3438.1,113.5,29.75,39.34,9.75,26.2,530.8,53.8,28.57
4799.1,67.5,21.77,46.9,7.29,24.4,153.6,35.6,52.24
2807.3,83.8,17.67,54.42,6.51,94.5,478.6,42.5,19.74
2448.4,71.5,21.98,20.71,6.31,81.4,594.7,20.5,18.35
661.3,105.1,18.49,54.38,6.86,84.2,366.9,12.8,60.45
4819.0,63.1,7.03,50.07,2.81,85.6,317.1,117.0,6.67
963.5,102.0,15.93,57.87,6.94,18.6,422.6,20.6,42.37
684.9,99.9,14.73,29.34,6.45,73.2,512.1,23.7,32.17
1607.3,116.2,5.39,32.9,1.48,73.4,258.1,105.8,6.3
794.9,44.9,14.55,46.46,4.85,30.2,262.8,83.0,52.56
2548.0,91.0,24.27,57.03,11.53,54.2,423.2,58.0,48.97
2822.4,95.7,21.56,59.71,9.09,69.6,572.9,81.4,22.4
1906.6,113.6,30.9,36.67,12.29,90.8,284.3,112.8,124.13
729.3,110.7,23.71,41.57,8.6,19.9,319.5,20.9,90.18
1002.2,77.4,31.72,26.82,12.96,90.3,597.0,36.8,60.33
2230.3,77.9,30.67,47.76,12.14,93.0,229.3,104.6,117.3
772.4,36.7,3.75,53.49,2.38,93.1,184.6,95.9,16.98
3641.9,117.5,33.02,51.95,14.68,10.4,415.4,119.4,65.09
1431.6,45.5,4.59,33.83,1.21,29.9,160.9,44.5,7.67
1859.3,92.5,25.05,58.53,9.36,72.2,231.2,113.9,90.01
2273.6,99.6,30.51,24.81,12.1,39.0,430.0,47.8,61.63
2374.7,64.1,12.44,39.76,5.65,15.5,446.8,88.7,15.61
507.5,41.1,22.86,42.18,9.38,78.7,379.7,107.1,86.46
1004.3,38.9,20.5,41.46,6.07,12.6,322.7,28.8,51.46
4382.4,105.6,7.88,50.32,1.85,50.1,409.3,32.6,3.43
505.5,71.1,4.08,44.38,1.12,95.3,439.5,73.9,4.24
2786.8,29.0,4.28,23.09,2.33,49.6,511.6,102.8,3.0
2702.8,91.7,5.33,27.19,2.38,92.1,506.7,18.7,3.86
1998.9,45.0,23.99,41.29,9.55,46.8,449.2,103.6,41.49
2441.0,107.6,22.06,47.78,8.36,41.2,552.4,47.7,24.23
4012.6,51.0,20.66,40.57,7.38,19.7,527.1,54.7,16.71
4285.4,40.0,27.74,34.22,10.69,42.2,210.0,47.4,81.05
